,Date,Rating,Title,Review
182,30 April 2018,50,Nice Evening,"Booked here and went in on time , had to have a photo with a guitar before going to restaurant which i'm not sure about , food lovely , staff pleasant and great atmosphere - worth a visit."
183,30 April 2018,50,After the Broadway Show,"Great end to the day on Broadway seeing Chicago and now this.. Atmosphere, drinks, dinner, dessert, all good!!! Highly recommend!"
184,26 April 2018,50,Rocking!!!,"Great location, very friendly staff, good food, beverages and service. The cheeseburger, fries and Hurricane were really good!"
185,25 April 2018,50,Great,Lovely food reasonable price great atmosphere. Wide range of food to suit all tastes. Huge range of cocktails and drinks
186,20 April 2018,50,Good experience,"We visited here for some late night food whilst in NYC and enjoyed our experience. The food was great, the portions generous and the staff friendly. Location is also excellent, would go back if in town again."
187,17 April 2018,40,Fantastic food and surroundings.....,"This a great place for dinner, food was really good and the restaurant itself is very impressive, fantastic atmosphere and perfect for families"
188,16 April 2018,50,Fab Hard Rock,First visit for me. Amazing Hard Rock. Great service. The wall of 300 guitars is fab. Good selection of memorabilia including heavy metal which is quite rare in the other Hard Rocks I’ve been!
189,15 April 2018,50,Great experience,"The food is reasonable priced for NYC, waiter was very good and pleasant and the Burgers excellent. Very quick service so take some time between ordering your dessert otherwise you will feel that you are being rushed."
190,12 April 2018,40,Enjoyable experience,"Reasonably priced, waiter very pleasant. Food came really fast- no time in between courses.Try the Jumbo Combo dessert- delicious!!!"
191,10 April 2018,50,fun,had a late late dinner at the hard rock...it's always fun and playing great music...food was good...it's fun to go to...
192,9 April 2018,40,A must do in New York,"Great place to take teenagers with excellent mixed music and a bit of theatre. Family friendly food but personally disappointed that there wasn't a vegan choice, not even soya or almond milk for a coffee. Average service with a higher than average price tag."
193,8 April 2018,40,Cool Place,"Just like Planet Hollywood, overrated and overpriced. Can't go wrong with wings and burgers. The memorabilia is very cool."
194,5 April 2018,50,I love this Hard Rock,"I love this Hard Rock right in Times Square. It does not participate in the Hard Rock Rewards program, but it is still a great place. Love the cauliflower wings."
195,4 April 2018,40,Good food,"Good food, great service, competitive prices for similar restaurants. We jumped the queue as I had an online reservation booked. Worth a visit! My second visit in 18 months!"
196,30 March 2018,50,"Quality Service, Awesome Burgers, Good Music",3rd Hard Rock Cafe I’ve visited and service was excellent as always and the food delicious! Would recommend the local legend burger and drinks wise the air Mexico 👍 would advise booking or expect to wait a while for a table!
197,29 March 2018,50,"Really good food, so much fun","The menu is not large, but the food is really good, presented very creatively, large portions, very good service. Unfortunately I was so full I couldn't eat desert."
198,29 March 2018,50,Loved our experience-Handled a group of 200+ students with no problem,Loved our experience at HRC in Times Square. Food came out hot and the staff handled a group of 200+ high school students with ease. DJ had some great tunes playing and the kids had a blast! Loved it...
199,29 March 2018,40,Fun experience,"Service and experience were fun! Worth the visit. Food was just okay, but that is to be expected when ordering from the ""large group"" menu. I would go again."
200,23 March 2018,50,Great as per usual,"As per usual, this HRC offers a great variety of good food, attentive staff en good atmosphere. As a frequent HRC visitor I enjoyed my visit here. As always the fajitas here are amazing, as were the burgers."
201,21 March 2018,40,O.K.,"Big group, limited menu. Our water was awesome and worked his butt off. Chad? The food was good and the cookies were saved for later. Thanks for dinner!"
202,20 March 2018,40,So much fun!,Went with my two guy friends! We were seated right away and the food was fantastic. I had an amazing pulled pork sandwich!
203,19 March 2018,30,Unexpectedly average for a Hard Rock,"Unfortunately our visit to the Time Square Hard Rock didn’t hit all the right notes... very rude staff, rescued by good food."
204,14 March 2018,50,"Good service, Good food, Good atmosphere . . . but book up in advance or be disappointed.","Good service, Good food, Good atmosphere . . . but book up in advance or be disappointed as the queue can be quote long and you may not get a table."
205,13 March 2018,40,You must Go..,"Traditional bar and a must see. I liked the environment, with many objects of singers and consecrated bands. Worth going to. Bar tradicional e imperdível. Gostei do ambiente, com inúmeros objetos de cantores e bandas consagradas. Vale a pena ir."
206,12 March 2018,50,Anniversary meal,Fab atmosphere fab staff and fab food . Would definitely recommend this place to relax and eat . Worth a vist
207,12 March 2018,50,The best Hard Rock Cafe !!!,"Very nice place with a lot of pictures, clothes and guitars mainly of the biggest starts of the world wide music. Fair prices and good american food. I enjoyed so much my lunch there."
208,4 March 2018,40,Girls night out,"Drinks were great! Food was delicious! Our server was amazing! However, they couldn’t get their act together to sit us!! Plenty of tables around and we just got shuffled around until we ended at the bar; had to have our dinner standing up."
209,4 March 2018,50,Hard Rock Cafe,Staff were friendly and couldn’t do enough to help nothing was too much trouble . Food was amazing and loads of it well price for such a well know restaurant chain . Really enough the time there well worth going .
210,3 March 2018,50,Alway good,We decided to beat the crowds and had lunch at 11. Restaurant was almost empty but was filling up as we ate. Service was good. Food was very good.
211,1 March 2018,20,Disinterested staff,Waited at fairly empty bar to be served. After waiting over five minutes while bar staff chatted to a customer. Gave up and left
